order_item_id,order_id,product_id,quantity,price_per_unit
79,ORD5027,PROD1185,1,872.15
80,ORD5027,PROD1029,1,367.76
81,ORD5028,PROD1142,1,50.78
82,ORD5029,PROD1040,1,456.34
83,ORD5029,PROD1133,1,13.49
84,ORD5030,PROD1184,1,854.63
85,ORD5030,PROD1083,1,355.32
86,ORD5030,PROD1111,1,884.38
87,ORD5030,PROD1082,1,400.23
88,ORD5030,PROD1164,1,241.09
89,ORD5031,PROD1077,1,442.28
90,ORD5031,PROD1172,1,202.52
91,ORD5031,PROD1173,1,294.5
92,ORD5031,PROD1013,1,822.36
93,ORD5031,PROD1043,1,334.21
94,ORD5032,PROD1013,1,822.36
95,ORD5032,PROD1069,1,8.21
96,ORD5032,PROD1076,1,499.74
97,ORD5032,PROD1076,1,499.74
98,ORD5032,PROD1043,1,334.21
99,ORD5033,PROD1129,1,175.04
100,ORD5034,PROD1041,1,864.56
101,ORD5035,PROD1165,1,299.53
102,ORD5035,PROD1126,1,32.47
103,ORD5035,PROD1116,1,852.01
104,ORD5035,PROD1197,1,555.54
105,ORD5036,PROD1138,1,272.36
106,ORD5036,PROD1186,1,503.69
107,ORD5036,PROD1148,1,429.64
108,ORD5036,PROD1170,1,682.93
109,ORD5037,PROD1042,1,212.85
110,ORD5037,PROD1034,1,808.41
111,ORD5037,PROD1056,1,259.79
112,ORD5037,PROD1115,1,546.6
113,ORD5038,PROD1035,1,763.07
114,ORD5038,PROD1135,1,388.88
115,ORD5039,PROD1112,1,106.27
116,ORD5039,PROD1151,1,575.46
117,ORD5040,PROD1059,1,59.1
118,ORD5040,PROD1048,1,757.71
119,ORD5040,PROD1021,1,140.95
120,ORD5040,PROD1062,1,114.5
121,ORD5041,PROD1085,1,766.16
122,ORD5041,PROD1072,1,815.56
123,ORD5041,PROD1153,1,329.01
124,ORD5042,PROD1057,1,69.83
125,ORD5043,PROD1011,1,55.49
126,ORD5043,PROD1156,1,428.16
127,ORD5043,PROD1078,1,573.1
128,ORD5043,PROD1091,1,185.05
129,ORD5043,PROD1046,1,442.54
130,ORD5044,PROD1170,1,682.93
131,ORD5044,PROD1137,1,827.6
132,ORD5044,PROD1014,1,519.73
133,ORD5045,PROD1005,1,759.55
134,ORD5045,PROD1131,1,829.68
135,ORD5046,PROD1139,1,896.19
136,ORD5046,PROD1081,1,722.32
137,ORD5046,PROD1085,1,766.16
138,ORD5046,PROD1174,1,118.61
139,ORD5047,PROD1178,1,695.65
140,ORD5047,PROD1131,1,829.68
141,ORD5047,PROD1005,1,759.55
142,ORD5047,PROD1008,1,849.84
143,ORD5047,PROD1127,1,458.73
144,ORD5048,PROD1132,1,785.1
145,ORD5048,PROD1172,1,202.52
146,ORD5049,PROD1070,1,305.91
147,ORD5049,PROD1145,1,556.58
148,ORD5049,PROD1138,1,272.36
149,ORD5049,PROD1165,1,299.53
150,ORD5049,PROD1118,1,189.05
151,ORD5050,PROD1062,1,114.5
152,ORD5050,PROD1152,1,476.15
153,ORD5050,PROD1132,1,785.1
154,ORD5050,PROD1010,1,332.92
155,ORD5050,PROD1085,1,766.16
156,ORD5051,PROD1081,1,722.32
157,ORD5051,PROD1143,1,64.12
158,ORD5051,PROD1067,1,463.02
159,ORD5051,PROD1195,1,639.82
160,ORD5052,PROD1024,1,285.0
161,ORD5053,PROD1022,1,248.75
162,ORD5053,PROD1106,1,793.15
163,ORD5053,PROD1022,1,248.75
164,ORD5054,PROD1125,1,339.22
165,ORD5055,PROD1115,1,546.6
166,ORD5056,PROD1198,1,814.63
167,ORD5056,PROD1134,1,221.71
168,ORD5056,PROD1094,1,30.74
169,ORD5056,PROD1001,1,638.55
170,ORD5057,PROD1024,1,285.0
171,ORD5057,PROD1137,1,827.6
172,ORD5057,PROD1042,1,212.85
173,ORD5057,PROD1074,1,344.06
174,ORD5057,PROD1144,1,62.34
175,ORD5058,PROD1147,1,121.88
176,ORD5058,PROD1178,1,695.65
177,ORD5058,PROD1122,1,30.8
178,ORD5058,PROD1171,1,233.56
179,ORD5059,PROD1062,1,114.5
180,ORD5060,PROD1173,1,294.5
181,ORD5060,PROD1100,1,318.3
182,ORD5060,PROD1135,1,388.88
183,ORD5060,PROD1047,1,389.88
184,ORD5060,PROD1045,1,442.7
185,ORD5061,PROD1052,1,543.6
186,ORD5061,PROD1031,1,462.12
187,ORD5061,PROD1110,1,137.37
188,ORD5061,PROD1087,1,558.48
189,ORD5062,PROD1075,1,723.89
190,ORD5062,PROD1117,1,309.62
191,ORD5062,PROD1010,1,332.92
192,ORD5062,PROD1199,1,868.38
193,ORD5062,PROD1017,1,391.55
194,ORD5063,PROD1146,1,387.87
195,ORD5063,PROD1104,1,237.74
196,ORD5063,PROD1007,1,562.03
197,ORD5063,PROD1103,1,718.75
198,ORD5064,PROD1162,1,889.06
199,ORD5065,PROD1010,1,332.92
200,ORD5065,PROD1061,1,769.5
201,ORD5065,PROD1169,1,281.85
202,ORD5065,PROD1068,1,378.32
203,ORD5065,PROD1126,1,32.47
204,ORD5066,PROD1060,1,819.46
205,ORD5066,PROD1080,1,703.03
206,ORD5066,PROD1106,1,793.15
207,ORD5066,PROD1143,1,64.12
208,ORD5067,PROD1026,1,307.44
209,ORD5067,PROD1189,1,396.75
210,ORD5068,PROD1026,1,307.44
211,ORD5068,PROD1069,1,8.21
212,ORD5068,PROD1145,1,556.58
213,ORD5068,PROD1016,1,354.14
214,ORD5068,PROD1117,1,309.62
215,ORD5069,PROD1013,1,822.36
216,ORD5069,PROD1125,1,339.22
217,ORD5069,PROD1057,1,69.83
218,ORD5069,PROD1198,1,814.63
219,ORD5069,PROD1170,1,682.93
220,ORD5070,PROD1136,1,142.29
221,ORD5071,PROD1195,1,639.82
222,ORD5071,PROD1073,1,529.48
223,ORD5071,PROD1165,1,299.53
224,ORD5071,PROD1143,1,64.12
225,ORD5072,PROD1010,1,332.92
226,ORD5072,PROD1131,1,829.68
227,ORD5072,PROD1154,1,511.68
228,ORD5072,PROD1160,1,547.17
229,ORD5072,PROD1122,1,30.8
230,ORD5073,PROD1197,1,555.54
231,ORD5074,PROD1067,1,463.02
232,ORD5074,PROD1122,1,30.8
233,ORD5074,PROD1060,1,819.46
234,ORD5074,PROD1129,1,175.04
235,ORD5074,PROD1082,1,400.23
236,ORD5075,PROD1045,1,442.7
237,ORD5075,PROD1084,1,762.77
238,ORD5075,PROD1111,1,884.38
239,ORD5076,PROD1040,1,456.34
240,ORD5077,PROD1151,1,575.46
241,ORD5077,PROD1161,1,15.68
242,ORD5078,PROD1035,1,763.07
243,ORD5078,PROD1192,1,226.2
244,ORD5079,PROD1165,1,299.53
245,ORD5080,PROD1053,1,580.4
246,ORD5080,PROD1114,1,425.36
247,ORD5080,PROD1154,1,511.68
248,ORD5080,PROD1058,1,323.23
249,ORD5080,PROD1143,1,64.12
250,ORD5081,PROD1117,1,309.62
251,ORD5081,PROD1042,1,212.85
252,ORD5081,PROD1076,1,499.74
253,ORD5082,PROD1192,1,226.2
254,ORD5082,PROD1197,1,555.54
255,ORD5082,PROD1016,1,354.14
256,ORD5082,PROD1054,1,210.85
257,ORD5082,PROD1175,1,511.37
258,ORD5083,PROD1177,1,512.54
259,ORD5083,PROD1155,1,51.34
260,ORD5083,PROD1151,1,575.46
261,ORD5084,PROD1126,1,32.47
262,ORD5084,PROD1137,1,827.6
263,ORD5084,PROD1027,1,74.27
264,ORD5084,PROD1102,1,224.03
265,ORD5084,PROD1099,1,559.31
266,ORD5085,PROD1170,1,682.93
267,ORD5085,PROD1115,1,546.6
268,ORD5086,PROD1088,1,702.58
269,ORD5086,PROD1053,1,580.4
270,ORD5086,PROD1082,1,400.23
271,ORD5087,PROD1138,1,272.36
272,ORD5087,PROD1053,1,580.4
273,ORD5087,PROD1179,1,238.37
274,ORD5087,PROD1065,1,863.94
275,ORD5088,PROD1023,1,756.85
276,ORD5088,PROD1155,1,51.34
277,ORD5088,PROD1054,1,210.85
278,ORD5088,PROD1090,1,378.11
279,ORD5088,PROD1158,1,25.62
280,ORD5089,PROD1186,1,503.69
281,ORD5090,PROD1083,1,355.32
282,ORD5090,PROD1091,1,185.05
283,ORD5090,PROD1109,1,292.19
284,ORD5091,PROD1015,1,169.31
285,ORD5091,PROD1022,1,248.75
286,ORD5091,PROD1112,1,106.27
287,ORD5092,PROD1112,1,106.27
288,ORD5093,PROD1005,1,759.55
289,ORD5093,PROD1132,1,785.1
290,ORD5093,PROD1159,1,486.78
291,ORD5093,PROD1088,1,702.58
292,ORD5093,PROD1117,1,309.62
293,ORD5094,PROD1084,1,762.77
294,ORD5095,PROD1027,1,74.27
295,ORD5095,PROD1117,1,309.62
296,ORD5096,PROD1132,1,785.1
297,ORD5096,PROD1188,1,369.94
298,ORD5096,PROD1191,1,128.76
299,ORD5096,PROD1027,1,74.27
300,ORD5097,PROD1039,1,593.53
301,ORD5097,PROD1160,1,547.17
302,ORD5097,PROD1062,1,114.5
303,ORD5097,PROD1196,1,513.35
304,ORD5098,PROD1017,1,391.55
305,ORD5098,PROD1178,1,695.65
306,ORD5098,PROD1091,1,185.05
307,ORD5098,PROD1170,1,682.93
308,ORD5098,PROD1112,1,106.27
309,ORD5099,PROD1063,1,635.91
310,ORD5100,PROD1087,1,558.48
311,ORD5101,PROD1062,1,114.5
312,ORD5101,PROD1119,1,850.59
313,ORD5102,PROD1161,1,15.68
314,ORD5102,PROD1181,1,148.29
315,ORD5102,PROD1048,1,757.71
316,ORD5102,PROD1153,1,329.01
317,ORD5103,PROD1127,1,458.73
318,ORD5104,PROD1046,1,442.54
319,ORD5104,PROD1134,1,221.71
320,ORD5104,PROD1193,1,777.1
321,ORD5104,PROD1135,1,388.88
322,ORD5104,PROD1167,1,619.42
323,ORD5105,PROD1030,1,684.8
324,ORD5105,PROD1115,1,546.6
325,ORD5105,PROD1065,1,863.94
326,ORD5105,PROD1087,1,558.48
327,ORD5105,PROD1181,1,148.29
328,ORD5106,PROD1090,1,378.11
329,ORD5106,PROD1100,1,318.3
330,ORD5106,PROD1005,1,759.55
331,ORD5106,PROD1014,1,519.73
332,ORD5107,PROD1039,1,593.53
333,ORD5107,PROD1022,1,248.75
334,ORD5107,PROD1112,1,106.27
335,ORD5107,PROD1073,1,529.48
336,ORD5108,PROD1171,1,233.56
337,ORD5108,PROD1001,1,638.55
338,ORD5108,PROD1200,1,544.77
339,ORD5108,PROD1160,1,547.17
340,ORD5108,PROD1193,1,777.1
341,ORD5109,PROD1010,1,332.92
342,ORD5109,PROD1189,1,396.75
343,ORD5109,PROD1153,1,329.01
344,ORD5109,PROD1031,1,462.12
345,ORD5109,PROD1047,1,389.88
346,ORD5110,PROD1045,1,442.7
347,ORD5110,PROD1089,1,811.23
348,ORD5110,PROD1184,1,854.63
349,ORD5111,PROD1168,1,485.97
350,ORD5111,PROD1021,1,140.95
351,ORD5112,PROD1185,1,872.15
352,ORD5113,PROD1106,1,793.15
353,ORD5114,PROD1014,1,519.73
354,ORD5114,PROD1138,1,272.36
355,ORD5114,PROD1043,1,334.21
356,ORD5114,PROD1076,1,499.74
357,ORD5115,PROD1098,1,57.17
358,ORD5115,PROD1078,1,573.1
359,ORD5115,PROD1039,1,593.53
360,ORD5116,PROD1171,1,233.56
361,ORD5116,PROD1038,1,821.77
362,ORD5116,PROD1148,1,429.64
363,ORD5116,PROD1045,1,442.7
364,ORD5117,PROD1111,1,884.38
365,ORD5117,PROD1087,1,558.48
366,ORD5117,PROD1097,1,317.21
367,ORD5117,PROD1090,1,378.11
368,ORD5117,PROD1064,1,28.22
369,ORD5118,PROD1005,1,759.55
370,ORD5118,PROD1107,1,843.0
371,ORD5118,PROD1044,1,274.02
372,ORD5119,PROD1047,1,389.88
373,ORD5119,PROD1061,1,769.5
374,ORD5120,PROD1049,1,131.75
375,ORD5120,PROD1062,1,114.5
376,ORD5121,PROD1043,1,334.21
377,ORD5121,PROD1166,1,865.61
378,ORD5122,PROD1195,1,639.82
379,ORD5123,PROD1135,1,388.88
380,ORD5123,PROD1080,1,703.03
381,ORD5124,PROD1022,1,248.75
382,ORD5124,PROD1154,1,511.68
383,ORD5124,PROD1015,1,169.31
384,ORD5124,PROD1191,1,128.76
385,ORD5124,PROD1083,1,355.32
386,ORD5125,PROD1081,1,722.32
387,ORD5125,PROD1166,1,865.61
388,ORD5126,PROD1173,1,294.5
389,ORD5126,PROD1115,1,546.6
390,ORD5126,PROD1073,1,529.48
391,ORD5126,PROD1092,1,20.63
392,ORD5127,PROD1173,1,294.5
393,ORD5127,PROD1011,1,55.49
394,ORD5128,PROD1150,1,210.8
395,ORD5128,PROD1019,1,761.87
396,ORD5128,PROD1050,1,148.91
397,ORD5128,PROD1157,1,597.1
398,ORD5128,PROD1158,1,25.62
399,ORD5129,PROD1024,1,285.0
400,ORD5130,PROD1123,1,756.56
401,ORD5131,PROD1073,1,529.48
402,ORD5132,PROD1160,1,547.17
403,ORD5132,PROD1103,1,718.75
404,ORD5132,PROD1002,1,485.43
405,ORD5132,PROD1194,1,705.49
406,ORD5133,PROD1106,1,793.15
407,ORD5133,PROD1099,1,559.31
408,ORD5133,PROD1116,1,852.01
409,ORD5133,PROD1118,1,189.05
410,ORD5134,PROD1093,1,539.33
411,ORD5134,PROD1186,1,503.69
412,ORD5134,PROD1166,1,865.61
413,ORD5135,PROD1081,1,722.32
414,ORD5135,PROD1070,1,305.91
415,ORD5135,PROD1198,1,814.63
416,ORD5136,PROD1180,1,208.12
417,ORD5136,PROD1008,1,849.84
418,ORD5136,PROD1016,1,354.14
419,ORD5136,PROD1197,1,555.54
420,ORD5136,PROD1015,1,169.31
421,ORD5137,PROD1169,1,281.85
422,ORD5137,PROD1134,1,221.71
423,ORD5137,PROD1006,1,802.26
424,ORD5137,PROD1010,1,332.92
425,ORD5138,PROD1189,1,396.75
426,ORD5138,PROD1046,1,442.54
427,ORD5139,PROD1187,1,832.06
428,ORD5139,PROD1136,1,142.29
429,ORD5139,PROD1072,1,815.56
430,ORD5140,PROD1181,1,148.29
431,ORD5140,PROD1143,1,64.12
432,ORD5140,PROD1089,1,811.23
433,ORD5140,PROD1077,1,442.28
434,ORD5141,PROD1197,1,555.54
435,ORD5141,PROD1080,1,703.03
436,ORD5142,PROD1103,1,718.75
437,ORD5142,PROD1089,1,811.23
438,ORD5142,PROD1068,1,378.32
439,ORD5142,PROD1086,1,134.93
440,ORD5143,PROD1060,1,819.46
441,ORD5143,PROD1151,1,575.46
442,ORD5144,PROD1089,1,811.23
443,ORD5145,PROD1182,1,860.39
444,ORD5146,PROD1177,1,512.54
445,ORD5146,PROD1152,1,476.15
446,ORD5147,PROD1139,1,896.19
447,ORD5147,PROD1074,1,344.06
448,ORD5148,PROD1136,1,142.29
449,ORD5148,PROD1062,1,114.5
450,ORD5149,PROD1077,1,442.28
451,ORD5149,PROD1161,1,15.68
452,ORD5149,PROD1134,1,221.71
453,ORD5149,PROD1056,1,259.79
454,ORD5149,PROD1076,1,499.74
455,ORD5150,PROD1162,1,889.06
456,ORD5150,PROD1095,1,541.46
457,ORD5150,PROD1123,1,756.56
458,ORD5150,PROD1095,1,541.46
459,ORD5151,PROD1065,1,863.94
460,ORD5151,PROD1088,1,702.58
461,ORD5152,PROD1048,1,757.71
462,ORD5152,PROD1152,1,476.15
463,ORD5152,PROD1096,1,770.91
464,ORD5152,PROD1078,1,573.1
465,ORD5153,PROD1161,1,15.68
466,ORD5153,PROD1040,1,456.34
467,ORD5153,PROD1117,1,309.62
468,ORD5153,PROD1005,1,759.55
469,ORD5153,PROD1066,1,890.48
470,ORD5154,PROD1189,1,396.75
471,ORD5154,PROD1045,1,442.7
472,ORD5155,PROD1072,1,815.56
473,ORD5155,PROD1197,1,555.54
474,ORD5156,PROD1128,1,173.08
475,ORD5156,PROD1075,1,723.89
476,ORD5156,PROD1065,1,863.94
477,ORD5157,PROD1193,1,777.1
478,ORD5157,PROD1048,1,757.71
479,ORD5157,PROD1124,1,369.23
480,ORD5157,PROD1002,1,485.43
481,ORD5157,PROD1036,1,144.91
482,ORD5158,PROD1103,1,718.75
483,ORD5158,PROD1122,1,30.8
484,ORD5158,PROD1193,1,777.1
485,ORD5158,PROD1120,1,722.35
486,ORD5158,PROD1055,1,86.46
487,ORD5159,PROD1163,1,83.4
488,ORD5159,PROD1132,1,785.1
489,ORD5159,PROD1077,1,442.28
490,ORD5160,PROD1087,1,558.48
491,ORD5160,PROD1147,1,121.88
492,ORD5160,PROD1196,1,513.35
493,ORD5161,PROD1056,1,259.79
494,ORD5161,PROD1122,1,30.8
495,ORD5161,PROD1033,1,708.92
496,ORD5161,PROD1052,1,543.6
497,ORD5161,PROD1079,1,158.99
498,ORD5162,PROD1041,1,864.56
499,ORD5162,PROD1197,1,555.54
500,ORD5163,PROD1153,1,329.01
501,ORD5163,PROD1020,1,825.78
502,ORD5163,PROD1012,1,548.72
503,ORD5163,PROD1118,1,189.05
504,ORD5164,PROD1061,1,769.5
505,ORD5164,PROD1047,1,389.88
506,ORD5164,PROD1045,1,442.7
507,ORD5164,PROD1186,1,503.69
508,ORD5164,PROD1188,1,369.94
509,ORD5165,PROD1063,1,635.91
510,ORD5165,PROD1078,1,573.1
511,ORD5165,PROD1191,1,128.76
512,ORD5166,PROD1051,1,533.55
513,ORD5166,PROD1138,1,272.36
514,ORD5166,PROD1049,1,131.75
515,ORD5166,PROD1065,1,863.94
516,ORD5167,PROD1040,1,456.34
517,ORD5167,PROD1196,1,513.35
518,ORD5167,PROD1194,1,705.49
519,ORD5167,PROD1158,1,25.62
520,ORD5167,PROD1015,1,169.31
521,ORD5168,PROD1004,1,122.75
522,ORD5168,PROD1153,1,329.01
523,ORD5168,PROD1158,1,25.62
524,ORD5168,PROD1102,1,224.03
525,ORD5168,PROD1139,1,896.19
526,ORD5169,PROD1103,1,718.75
527,ORD5169,PROD1067,1,463.02
528,ORD5169,PROD1115,1,546.6
529,ORD5170,PROD1197,1,555.54
530,ORD5170,PROD1125,1,339.22
531,ORD5170,PROD1001,1,638.55
532,ORD5170,PROD1028,1,627.1
533,ORD5171,PROD1030,1,684.8
534,ORD5171,PROD1108,1,648.98
535,ORD5171,PROD1058,1,323.23
536,ORD5172,PROD1162,1,889.06
537,ORD5172,PROD1120,1,722.35
538,ORD5172,PROD1034,1,808.41
539,ORD5173,PROD1125,1,339.22
540,ORD5173,PROD1136,1,142.29
541,ORD5174,PROD1034,1,808.41
542,ORD5174,PROD1065,1,863.94
543,ORD5174,PROD1013,1,822.36
544,ORD5174,PROD1169,1,281.85
545,ORD5174,PROD1055,1,86.46
546,ORD5175,PROD1057,1,69.83
547,ORD5175,PROD1037,1,336.58
548,ORD5175,PROD1155,1,51.34
549,ORD5176,PROD1150,1,210.8
550,ORD5176,PROD1072,1,815.56
551,ORD5176,PROD1195,1,639.82
552,ORD5176,PROD1005,1,759.55
553,ORD5177,PROD1161,1,15.68
554,ORD5178,PROD1130,1,100.78
555,ORD5178,PROD1165,1,299.53
556,ORD5178,PROD1022,1,248.75
557,ORD5178,PROD1192,1,226.2
558,ORD5178,PROD1071,1,852.9
559,ORD5179,PROD1093,1,539.33
560,ORD5179,PROD1001,1,638.55
561,ORD5180,PROD1175,1,511.37
562,ORD5180,PROD1156,1,428.16
563,ORD5180,PROD1014,1,519.73
564,ORD5180,PROD1181,1,148.29
565,ORD5181,PROD1141,1,350.15
566,ORD5181,PROD1192,1,226.2
567,ORD5181,PROD1037,1,336.58
568,ORD5181,PROD1059,1,59.1
569,ORD5182,PROD1070,1,305.91
570,ORD5182,PROD1177,1,512.54
571,ORD5183,PROD1075,1,723.89
572,ORD5183,PROD1001,1,638.55
573,ORD5184,PROD1054,1,210.85
574,ORD5184,PROD1013,1,822.36
575,ORD5185,PROD1133,1,13.49
576,ORD5185,PROD1081,1,722.32
577,ORD5186,PROD1141,1,350.15
578,ORD5187,PROD1011,1,55.49
579,ORD5188,PROD1197,1,555.54
580,ORD5188,PROD1068,1,378.32
581,ORD5188,PROD1023,1,756.85
582,ORD5188,PROD1157,1,597.1
583,ORD5189,PROD1071,1,852.9
584,ORD5189,PROD1128,1,173.08
585,ORD5189,PROD1029,1,367.76
586,ORD5190,PROD1171,1,233.56
587,ORD5190,PROD1179,1,238.37
588,ORD5190,PROD1057,1,69.83
589,ORD5190,PROD1173,1,294.5
590,ORD5190,PROD1159,1,486.78
591,ORD5191,PROD1038,1,821.77
592,ORD5191,PROD1071,1,852.9
593,ORD5191,PROD1013,1,822.36
594,ORD5192,PROD1089,1,811.23
595,ORD5192,PROD1026,1,307.44
596,ORD5192,PROD1167,1,619.42
597,ORD5193,PROD1110,1,137.37
598,ORD5193,PROD1133,1,13.49
599,ORD5193,PROD1157,1,597.1
600,ORD5194,PROD1042,1,212.85
601,ORD5194,PROD1188,1,369.94
602,ORD5194,PROD1019,1,761.87
603,ORD5195,PROD1183,1,320.11
604,ORD5195,PROD1069,1,8.21
605,ORD5195,PROD1080,1,703.03
606,ORD5195,PROD1036,1,144.91
607,ORD5196,PROD1073,1,529.48
608,ORD5196,PROD1087,1,558.48
609,ORD5196,PROD1177,1,512.54
610,ORD5196,PROD1193,1,777.1
611,ORD5196,PROD1012,1,548.72
612,ORD5197,PROD1008,1,849.84
613,ORD5197,PROD1053,1,580.4
614,ORD5198,PROD1169,1,281.85
615,ORD5198,PROD1030,1,684.8
616,ORD5199,PROD1172,1,202.52
617,ORD5200,PROD1165,1,299.53
618,ORD5201,PROD1082,1,400.23
619,ORD5201,PROD1034,1,808.41
620,ORD5202,PROD1093,1,539.33
621,ORD5202,PROD1100,1,318.3
622,ORD5203,PROD1194,1,705.49
623,ORD5203,PROD1083,1,355.32
624,ORD5203,PROD1135,1,388.88
625,ORD5203,PROD1100,1,318.3
626,ORD5203,PROD1014,1,519.73
627,ORD5204,PROD1067,1,463.02
628,ORD5204,PROD1039,1,593.53
629,ORD5204,PROD1117,1,309.62
630,ORD5205,PROD1017,1,391.55
631,ORD5205,PROD1183,1,320.11
632,ORD5205,PROD1193,1,777.1
633,ORD5205,PROD1118,1,189.05
634,ORD5205,PROD1057,1,69.83
635,ORD5206,PROD1053,1,580.4
636,ORD5206,PROD1124,1,369.23
637,ORD5206,PROD1006,1,802.26
638,ORD5206,PROD1196,1,513.35
639,ORD5206,PROD1092,1,20.63
640,ORD5207,PROD1151,1,575.46
641,ORD5207,PROD1186,1,503.69
642,ORD5208,PROD1136,1,142.29
643,ORD5208,PROD1126,1,32.47
644,ORD5208,PROD1023,1,756.85
645,ORD5208,PROD1123,1,756.56
646,ORD5208,PROD1006,1,802.26
647,ORD5209,PROD1165,1,299.53
648,ORD5209,PROD1015,1,169.31
649,ORD5209,PROD1061,1,769.5
650,ORD5209,PROD1063,1,635.91
651,ORD5209,PROD1158,1,25.62
652,ORD5210,PROD1113,1,94.06
653,ORD5210,PROD1059,1,59.1
654,ORD5210,PROD1191,1,128.76
655,ORD5210,PROD1170,1,682.93
656,ORD5210,PROD1092,1,20.63
657,ORD5211,PROD1122,1,30.8
658,ORD5211,PROD1174,1,118.61
659,ORD5211,PROD1073,1,529.48
660,ORD5211,PROD1057,1,69.83
661,ORD5211,PROD1007,1,562.03
662,ORD5212,PROD1174,1,118.61
663,ORD5212,PROD1147,1,121.88
664,ORD5212,PROD1181,1,148.29
665,ORD5213,PROD1156,1,428.16
666,ORD5213,PROD1010,1,332.92
667,ORD5213,PROD1199,1,868.38
668,ORD5213,PROD1157,1,597.1
669,ORD5214,PROD1017,1,391.55
670,ORD5214,PROD1064,1,28.22
671,ORD5214,PROD1073,1,529.48
672,ORD5215,PROD1161,1,15.68
673,ORD5215,PROD1029,1,367.76
674,ORD5215,PROD1128,1,173.08
675,ORD5215,PROD1087,1,558.48
676,ORD5215,PROD1067,1,463.02
677,ORD5216,PROD1025,1,501.62
678,ORD5216,PROD1028,1,627.1
679,ORD5216,PROD1089,1,811.23
680,ORD5216,PROD1162,1,889.06
681,ORD5217,PROD1159,1,486.78
682,ORD5217,PROD1125,1,339.22
683,ORD5217,PROD1183,1,320.11
684,ORD5217,PROD1053,1,580.4
685,ORD5217,PROD1156,1,428.16
686,ORD5218,PROD1015,1,169.31
687,ORD5218,PROD1007,1,562.03
688,ORD5219,PROD1021,1,140.95
689,ORD5219,PROD1191,1,128.76
690,ORD5219,PROD1139,1,896.19
691,ORD5220,PROD1021,1,140.95
692,ORD5220,PROD1146,1,387.87
693,ORD5220,PROD1064,1,28.22
694,ORD5220,PROD1145,1,556.58
695,ORD5221,PROD1190,1,468.96
696,ORD5222,PROD1027,1,74.27
697,ORD5222,PROD1022,1,248.75
